Time(s),smooth_qw,smooth_qx,smooth_qy,smooth_qz,ax,ay,az,gx,gy,gz,mx,my,mz,lx,ly,lz
0.945449,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.3828,-2.5469,-0.4141,0.0117,0.0059,-0.002,22.5,-21.0,-16.875,0.0391,0.043,-0.043
0.951936,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.3555,-2.5664,-0.4219,0.0117,0.0059,-0.002,22.5,-21.0,-16.875,0.0,-0.0156,0.0234
0.969647,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.3359,-2.5742,-0.3867,0.0117,0.0059,-0.002,22.5,-21.0,-16.875,0.0,-0.0156,0.0234
0.981144,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.3242,-2.5273,-0.3945,0.0117,0.0059,-0.002,22.5,-21.0,-16.875,0.0391,-0.043,0.0508
0.986398,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.2852,-2.5273,-0.4023,0.0117,0.0059,-0.002,23.25,-19.5,-16.375,0.0898,0.0039,0.043
0.991595,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.3164,-2.4727,-0.4336,0.0117,0.0059,-0.002,22.8125,-22.3125,-14.75,0.0898,0.0039,0.043
0.993870,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.3906,-2.4609,-0.4414,0.0117,0.0059,-0.002,22.8125,-22.3125,-14.75,-0.0234,0.0703,0.0312
0.996174,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.4023,-2.5469,-0.4922,0.0117,0.0059,-0.002,23.625,-20.5625,-15.9375,-0.0234,0.0703,0.0312
0.999129,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.3906,-2.5664,-0.4414,0.0117,0.0059,-0.002,23.625,-20.5625,-15.9375,-0.043,-0.0156,-0.0469
1.007253,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.4102,-2.4883,-0.4141,0.0117,0.0059,-0.002,23.625,-20.5625,-15.9375,-0.043,-0.0156,-0.0469
1.042089,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.457,-2.4883,-0.4727,0.0117,0.0059,-0.002,23.25,-21.3125,-16.4375,-0.0977,0.043,-0.0273
1.050334,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.4531,-2.5391,-0.5391,0.0117,0.0059,-0.002,23.25,-21.3125,-16.4375,-0.0977,0.043,-0.0273
1.086968,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.4688,-2.5273,-0.5078,0.0117,0.0059,-0.002,22.5,-21.625,-16.0,-0.0977,0.043,-0.0273
1.092797,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.4258,-2.5469,-0.4805,0.0117,0.0059,-0.002,23.1875,-22.0,-16.875,-0.0469,-0.0234,-0.0273
1.109269,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.3945,-2.5,-0.4609,0.0117,0.0059,-0.002,23.9375,-22.6875,-16.4375,-0.0469,-0.0234,-0.0273
1.118178,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.4102,-2.4531,-0.4336,0.0117,0.0059,-0.002,23.9375,-22.6875,-16.4375,-0.0469,-0.0234,-0.0273
1.124391,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.4219,-2.4531,-0.4219,0.0117,0.0059,-0.002,23.9375,-22.6875,-16.4375,-0.0469,-0.0234,-0.0273
1.146455,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.4336,-2.4336,-0.4219,0.002,0.0176,0.0078,23.9375,-22.6875,-16.4375,-0.0469,-0.0234,-0.0273
1.148924,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.4453,-2.4336,-0.4141,0.002,0.0176,0.0078,23.9375,-21.625,-15.5625,-0.0469,-0.0234,-0.0273
1.172786,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.4336,-2.4219,-0.4141,0.002,0.0176,0.0078,22.4375,-22.375,-16.875,-0.0469,-0.0234,-0.0273
1.178071,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.3984,-2.4219,-0.4141,0.002,0.0176,0.0078,23.9375,-21.625,-17.25,-0.0469,-0.0234,-0.0273
1.180426,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.4062,-2.4609,-0.4336,0.002,0.0176,0.0078,23.1875,-21.3125,-17.3125,-0.0469,-0.0234,-0.0273
1.183095,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.3828,-2.5195,-0.4141,0.002,0.0176,0.0078,24.0,-20.1875,-16.4375,-0.0469,-0.0234,-0.0273
1.191934,0.09670474493059897,0.6623613806023699,0.28361936006729865,-0.6866481285123016,-9.3984,-2.5469,-0.4727,0.002,0.0176,0.0078,23.25,-20.1875,-15.0625,-0.0469,-0.0234,-0.0273
1.194297,0.09802410019459638,0.6628282321977528,0.2846358133093613,-0.6855891365565532,-9.3984,-2.5469,-0.4727,-0.041,0.0098,0.0059,23.1875,-21.625,-16.875,-0.0469,-0.0234,-0.0273
1.200801,0.09894741404943701,0.6631534078879149,0.28534663786495795,-0.6848461601839777,-9.3945,-2.5586,-0.4609,-0.041,0.0098,0.0059,22.5625,-19.1875,-16.4375,-0.0469,-0.0234,-0.0273
1.206048,0.09959361786293304,0.6633802365629927,0.2858438749905709,-0.6843252531866516,-9.3945,-2.5,-0.4727,-0.041,0.0098,0.0059,23.625,-20.9375,-15.5625,-0.0469,-0.0234,-0.0273
1.216999,0.1000459036857709,0.6635386273981114,0.28619177429753634,-0.6839602148010919,-9.3828,-2.4414,-0.4727,-0.041,0.0098,0.0059,23.625,-20.9375,-15.5625,-0.0469,-0.0234,-0.0273
1.227652,0.10036247603760884,0.6636493103001959,0.286435222238627,-0.6837044901145399,-9.3594,-2.4531,-0.5078,-0.0371,-0.0039,0.0078,23.625,-20.9375,-15.5625,-0.0469,-0.0234,-0.0273
1.234019,0.10058406325049757,0.6637266949492884,0.2866055959423952,-0.6835253857803809,-9.3477,-2.5,-0.5391,-0.0371,-0.0039,0.0078,23.25,-20.9375,-15.5625,-0.0469,-0.0234,-0.0273
1.272994,0.10073916784372489,0.663780818490073,0.28672483810326177,-0.683399965087401,-9.3359,-2.5195,-0.5195,-0.0371,-0.0039,0.0078,23.1875,-22.3125,-15.5625,-0.0469,-0.0234,-0.0273
1.275554,0.10084773799129969,0.6638186826021426,0.2868082981677708,-0.6833121471717747,-9.3359,-2.4805,-0.4531,-0.0371,-0.0039,0.0078,23.1875,-22.3125,-15.5625,-0.0469,-0.0234,-0.0273
1.288570,0.10143395159669052,0.6639365796856269,0.2872573238261839,-0.6829221050215394,-9.3477,-2.4883,-0.4414,-0.0371,-0.0039,0.0078,23.1875,-22.3125,-15.5625,-0.0469,-0.0234,-0.0273
1.293917,0.10184426018144126,0.6640188270477492,0.28757152173649336,-0.6826487851599705,-9.3398,-2.4609,-0.4922,-0.0371,-0.0039,0.0078,22.875,-19.875,-15.5625,0.0547,0.0312,-0.0156
1.296277,0.10213145640369836,0.66407626276188,0.2877914016574022,-0.6824573187981368,-9.3359,-2.4531,-0.4414,-0.0371,-0.0039,0.0078,22.875,-19.875,-15.5625,0.0547,0.0312,-0.0156
1.309744,0.10248333538458451,0.6641219113621437,0.2880076792236611,-0.6822688835974746,-9.3438,-2.4531,-0.4727,-0.0371,-0.0039,0.0078,22.875,-19.875,-15.5625,0.0547,0.0312,-0.0156
1.316678,0.10272964110852692,0.6641537835218009,0.2881590397688232,-0.6821368927648614,-9.3164,-2.4609,-0.5078,-0.0371,-0.0039,0.0078,22.8125,-23.0625,-16.0,0.0547,0.0312,-0.0156
1.353328,0.10299231455150912,0.6641777458523654,0.2882957107513502,-0.6820161935175495,-9.3086,-2.5,-0.5078,-0.0371,-0.0039,0.0078,22.8125,-23.0625,-16.0,0.0547,0.0312,-0.0156
1.356381,0.10317618244484296,0.6641944791043526,0.2883913642502423,-0.681931661040379,-9.3242,-2.5273,-0.4922,-0.0371,-0.0039,0.0078,23.1875,-21.9375,-15.9375,0.0547,0.0312,-0.0156
1.358905,0.10330488882213988,0.6642061726462876,0.2884583140658196,-0.6818724669689487,-9.3633,-2.5469,-0.5078,-0.0371,-0.0039,0.0078,22.875,-19.875,-15.9375,0.0547,0.0312,-0.0156
1.365905,0.1033949831288912,0.6642143484921357,0.28850517540684567,-0.6818310204767816,-9.4023,-2.5586,-0.4922,-0.0371,-0.0039,0.0078,22.875,-19.875,-15.9375,0.0195,-0.0703,-0.0234
1.372931,0.10369707819730517,0.6642438233042058,0.28862526498101526,-0.681705593045995,-9.4414,-2.5195,-0.4609,-0.0371,-0.0039,0.0078,22.875,-19.875,-15.9375,0.0195,-0.0703,-0.0234
1.387011,0.10369707819730517,0.6642438233042058,0.28862526498101526,-0.681705593045995,-9.4062,-2.5195,-0.4531,-0.0137,0.002,0.0117,22.5,-20.625,-15.9375,0.0195,-0.0703,-0.0234
1.408770,0.10369707819730517,0.6642438233042058,0.28862526498101526,-0.681705593045995,-9.4023,-2.5195,-0.4805,-0.0137,0.002,0.0117,22.5,-20.625,-15.9375,-0.0195,-0.0508,0.0117
1.420587,0.10369707819730517,0.6642438233042058,0.28862526498101526,-0.681705593045995,-9.3633,-2.4531,-0.5,-0.0137,0.002,0.0117,23.9375,-21.9375,-15.9375,-0.0195,-0.0508,0.0117
1.453756,0.10369707819730517,0.6642438233042058,0.28862526498101526,-0.681705593045995,-9.3633,-2.4531,-0.5,-0.0137,0.002,0.0117,22.125,-23.8125,-16.0,-0.0195,-0.0508,0.0117
1.476617,0.10369707819730517,0.6642438233042058,0.28862526498101526,-0.681705593045995,-9.4414,-2.3555,-0.4727,-0.0137,0.002,0.0117,22.125,-23.8125,-16.0,-0.0195,-0.0508,0.0117
1.478815,0.10369707819730517,0.6642438233042058,0.28862526498101526,-0.681705593045995,-9.4492,-2.4219,-0.4727,-0.0293,0.0098,0.0195,22.125,-23.8125,-16.0,-0.0195,-0.0508,0.0117
1.481274,0.10369707819730517,0.6642438233042058,0.28862526498101526,-0.681705593045995,-9.4023,-2.5,-0.5078,-0.0293,0.0098,0.0195,22.1875,-20.25,-15.9375,-0.0195,-0.0508,0.0117
1.496001,0.10369707819730517,0.6642438233042058,0.28862526498101526,-0.681705593045995,-9.4023,-2.5,-0.5078,-0.0293,0.0098,0.0195,22.1875,-20.25,-15.9375,-0.0117,-0.0391,-0.0156
1.505793,0.10369707819730517,0.6642438233042058,0.28862526498101526,-0.681705593045995,-9.4023,-2.5469,-0.4922,-0.0293,0.0098,0.0195,22.1875,-20.25,-15.9375,-0.0117,-0.0391,-0.0156
1.512282,0.10369707819730517,0.6642438233042058,0.28862526498101526,-0.681705593045995,-9.3906,-2.5391,-0.5078,-0.0293,0.0098,0.0195,22.1875,-20.25,-15.9375,-0.0117,-0.0391,-0.0156
